Pre-Prod No.,Date,Weeks Taken (or parts thereof),Age Category,Project Age (Open and Closed),Open or closed,Completion date,Client,Project Description,Category,Raw Code,Works Order,Product Code,Sales Rep,Repeat Job,Machine,Material,Artwork required,Artwork Received,Size of Eyemark,Date Sent on Proof,Proof Approved (Conventional),Proof Approved (Digital),Digital trial sent,Sent on Trial,Trial approved,Revised Artwork After Trialling,"Product Material Colour (tube, jar etc.)",Diameter,Length,Cap_Lid Colour,Cap_Lid Diameter,Cap_Lid Material,Cap_Lid Style,Tube Shoulder colour,Orifice,Other Cap_Lid Info,Comments,Dust Controlled Area,Extrusion requested,Extrusion received,Injection trial requested,Injection trial received,Blowmould trial requested,Blowmould trial received,Masterbatch requested,Masterbatch received,New Mould_ Client or Product,Unit Order No,Order Qty x1000,Ordered Plates,Plates Arrived,Status,Qty_Including Waste,Artwork Order,Due for SAESA,Order,Digital Trial,Foil,Digital Trial No,T1_Date,Retrial T2,Retrial T3,Retrial T4,Retrial T5,Trial Comments
7999,2011/08/04,4,> 12 Weeks,145,Closed,2011/08/31,CT Toiletry Co,Coconut & Lime Body Lot 200Ml T&C Labelled LD Wh 48 B/On Black,Tube,,,C50TBTCT019F,Mark K,,,LDPE,,,,,,,,,,,,50,151,Black,48,48F/T B/O (4mm Orifice) (PP H713_06),48 F/T B/O,,10,48 B/On Black,,,,,,,,,,,,82598,2500,,,Order,,,,,,,,,,,,,
8000,2011/08/04,5,612 Weeks,62,Closed,2011/09/06,CT Toiletry Co,Pink Grape & Mand Body Lot 200Ml T&C  Labelled LD Wh 48 B/On Black,Tube,,,C50TBTCT020F,Mark K,,,LDPE,,,,,,,,,,,,50,151,Black,48,48F/T B/O (4mm Orifice) (PP H713_06),48 F/T B/O,,10,48 B/On Black,,,,,,,,,,,,82599,2000,,,Order,,,,,,,,,,,,,
8001,2011/08/04,4,> 12 Weeks,145,Closed,2011/08/31,CT Toiletry Co,Straw & Papaya Body Lotion 200Ml T&C  Labelled LD Wh 48 B/On Black,Tube,,,C50TBTCT021F,Mark K,,,LDPE,,,,,,,,,,,,50,151,Black,48,48F/T B/O (4mm Orifice) (PP H713_06),48 F/T B/O,,10,48 B/On Black,,,,,,,,,,,,82600,3000,,,Order,,,,,,,,,,,,,
8002,2011/08/04,5,612 Weeks,62,Closed,2011/09/06,Prime Products,Pure Aloe & Camph Calm Hands H/Crm 100Ml T&C PBL Wh 38 S/On Wh,Digital Laminate,,,C40LTAVR011F,Linda,,,PBL,,,,,,,,,,,,40,120,White,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,,6,38 B/On White,Samples sent 29Aug,,,,,,,,,,,82510,6400,,,Order,,,,,,,,,,,,,
8003,2011/08/04,5,612 Weeks,62,Closed,2011/09/06,Prime Products,Enrich Hands Pure Marula H/Cream T&C PBL Wh 38B/On Wh,Digital Laminate,,,C40LTAVR004F,Linda,,,PBL,,,,,,,,,,,,40,120,White,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,,10,38 B/On White,Samples sent 29Aug,,,,,,,,,,,83522,8600,,,Order,,,,,,,,,,,,,
8004,2011/08/04,5,612 Weeks,62,Closed,2011/09/06,Prime Products,Nature Pure Cocoa Butter H/Crm 100Ml T&C PBL Wh 38B/On Wh,Digital Laminate,,,C40LTAVR003F,Linda,,,PBL,,,,,,,,,,,,40,120,White,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,,10,38 B/On White,Samples sent 29Aug,,,,,,,,,,,82772,9000,,,Order,,,,,,,,,,,,,
8005,2011/08/04,6,> 12 Weeks,158,Closed,2011/09/13,Prime Products,Pure Heel Balm 50Ml T&C PBL  Wh 33B/On White,Digital Laminate,,,C40LTAVR005F,Linda,,,PBL,,2016/06/01,,,,,,,,,,40,90,White,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,,10,38 B/On White,Samples sent 23Aug,,,,,,,,,,,81287,10000,,,Order,,,,,,,,,,,,,
8006,2011/08/04,46,> 12 Weeks,433,Closed,2012/06/14,LeSel,Tahlita Bal Moisturiser 75Ml T&C LD wh 38 B/On TnT Blue,Tube,,,C40TBAVR746F,Linda,,,LDPE,,,,,,,,,,,,40,100,TnT Blue,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,,10,38 B/On TnT Blue,SIP Mat Change,,,,,,,,,,,86020,10000,,,Order,,,,,,,,,,,,,
8007,2011/08/04,10,612 Weeks,63,Closed,2011/10/06,LeSel,Nucelle Ultra Rich Moist Cream 50ml T&C LD  white 33b/on Fuji,Tube,,,C35TBAVR079F,Linda,,,LDPE,,,,,,,,,,,,35,90,White,33,PP,F/T B/O,,10,33 B/On TnT Wh Fuji,SIP Mat Change,,,,,,,,,,,84406,5000,,,Order,,,,,,,,,,,,,
8008,2011/08/08,2,< 6 Weeks,11,Closed,2011/08/19,LeSel,Skin Sol Night Repair Gel 50Ml T&C Ld Wh 33 B/On Wh Fuji,Tube,,,C35TBAVR443F,Linda,,,LDPE,,,,,,,,,,,,35,90,White,33,PP,F/T B/O,,10,33 B/On Wh Fuji,SIP Mat Change,,,,,,,,,,,81096,10000,,,Order,,,,,,,,,,,,,
8009,2011/08/08,2,< 6 Weeks,11,Closed,2011/08/19,LeSel,CRT One & Only Youth Gel 50Ml T&C  Ld Wh 33 B/On Wh Fuji,Tube,,,C35TBAVR444F,Linda,,,LDPE,,,,,,,,,,,,35,90,White,33,PP,F/T B/O,,10,33 B/On Wh Fuji,SIP Mat Change,,,,,,,,,,,81530,10000,,,Order,,,,,,,,,,,,,
8010,2011/08/10,2,< 6 Weeks,0,Closed,2011/08/19,LeSel,Nucelle Adv Moist 50 ml T&C LD Wh 33 B/On Wh Fuji,Tube,,,C35TBAVR445F,Linda,,,LDPE,,,,,,,,,,,,35,90,White,33,PP,F/T B/O,,10,33 B/On Wh Fuji,SIP Mat Change,,,,,,,,,,,80138,7300,,,Order,,,,,,,,,,,,,
8011,2011/08/10,2,< 6 Weeks,0,Closed,2011/08/19,,Nucelle Night Recovery 50 ml T&C Ld white 33 B/on Fuji  white,Tube,,,C35TBAVR446F,Linda,,,LDPE,,,,,,,,,,,,35,90,White,33,PP,F/T B/O,,10,33 B/On Wh Fuji,SIP Mat Change,,,,,,,,,,,80140,4900,,,Order,,,,,,,,,,,,,
8012,2011/08/10,2,< 6 Weeks,0,Closed,2011/08/19,,Skin Territory After Shave Balm75 Ml T&C  Ld Silver 33 B/On Silver,Tube,,,C35TBAVR447F,Linda,,,LDPE,,,,,,,,,,,,35,120,Silver,33,PP,F/T B/O,,10,33B/On SilverFuji,SIP Mat Change,,,,,,,,,,,80139,4400,,,Order,,,,,,,,,,,,,
8013,2011/08/08,45,> 12 Weeks,311,Closed,2012/06/14,LeSel,ASC Purifying Mask 50Ml T&C Ld Wh 33 B/On Wh Fuji,Tube,,,C35TBAVR449F,Linda,,,LDPE,,,,,,,,,,,,35,90,White,33,PP,F/T B/O,,10,33 B/On Wh Fuji,SIP Mat Change,,,,,,,,,,,,0,,,SS WFO,,,,,,,,,,,,,
8014,2011/08/08,49,> 12 Weeks,487,Closed,2012/07/12,LeSel,ASC Hydration Masque 50Ml T&C Ld Wh 33B/On Wh Fuji,Tube,,,,Linda,,,LDPE,,,,,,,,,,,White,35,90,White,33,PP,F/T B/O,White,10,33 B/On Wh Fuji,SIP Mat Change,,,,,,,,,,,98488,5000,,,SS WFO,,,,,,,,,,,,,
8015,2011/08/05,12,> 12 Weeks,171,Closed,2011/10/26,,Dyant 150 Ml Bottle Labelled,Bottle,,,,Darren,,,,,,,,,,,,,,,,,,,,,,,,Done In Jhb,,,,,,,,,,,82518,48000,,,Order,,,,,,,,,,,,,
8016,2011/08/05,15,> 12 Weeks,192,Closed,2011/11/16,Boardman Bros,Wonda Wave Reg Hair Food  180Ml  Jar & Lid,Jar,,,CJARSSTD037W,Trevor,,,,,,,2012/03/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,82662,20000,,,Order,,,,,,,,,,,,,
8017,2011/08/05,12,> 12 Weeks,170,Closed,2011/10/25,Boardman Bros,Wonda Wave Coconut Oil 180Ml Jar & Lid,Jar,,,0,Trevor,,,,,,,2012/03/14,,,,,,,,,,,,,,,,,Samples to trevor 13Sep,,,,,,,,,,,82715,20000,,,Order,,,,,,,,,,,,,
8018,2011/08/05,13,> 12 Weeks,173,Closed,2011/10/28,Boardman Bros,Wonda Wave Castor Oil hair Food  180Ml Jar & Lid,Jar,,,CJARSBOA002F,Trevor,,,,,,,2012/03/14,,,,,,,,,,,,,,,,,Samples to trevor 13Sep,,,,,,,,,,,82712,11000,,,Order,,,,,,,,,,,,,
8019,2011/08/04,47,> 12 Weeks,445,Closed,2012/06/26,Nutec Digital,Bottles 3 Lt & 5 Lt light weight Trials,Bottle,,,,Trevor,,,,,,,,,,,,,,,,,,,,,,,,Samples with Tony (Tony confirmed okay  can close 26/6/2012),,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
8020,2011/08/10,9,< 6 Weeks,0,Closed,2011/10/05,Environ Skin Care,Environ Prof 200Ml Alpha Crm T&C LLD WH 48B/On Wh Fuji,Tube,,,C50TBENV013F,Mark K,,,LLDPE,,,,,,,,,,,,50,160,White,48,48F/T B/O (4mm Orifice) (PP H713_06),48 F/T B/O,,10,48B/On Wh Fuji,Samples sent 5Sep,,,,,,,,,,,82749,5000,,,Order,,,,,,,,,,,,,
8021,2011/08/10,9,< 6 Weeks,0,Closed,2011/10/05,Environ Skin Care,Environ Prof 200Ml Mass Crm T&C LLD Wh 48 B/On Wh Fuji,Tube,,,C50TBENV014F,Mark K,,,LLDPE,,,,,,,,,,,,50,160,White,48,48F/T B/O (4mm Orifice) (PP H713_06),48 F/T B/O,,10,48B/On Wh Fuji,Samples sent 5Sep,,,,,,,,,,,82751,5000,,,Order,,,,,,,,,,,,,
8022,2011/08/10,9,< 6 Weeks,0,Closed,2011/10/05,Environ Skin Care,Environ Prof 200Ml Clay Masque T&C LLD Wh 48 B/On Wh Fuji,Tube,,,C50TBENV015F,Mark K,,,LLDPE,,,,,,,,,,,,50,160,White,48,48F/T B/O (4mm Orifice) (PP H713_06),48 F/T B/O,,10,48B/On Wh Fuji,Samples sent 5Sep,,,,,,,,,,,82750,5000,,,Order,,,,,,,,,,,,,
8023,2011/08/10,9,< 6 Weeks,0,Closed,2011/10/05,Environ Skin Care,Environ Prof 200Ml Conductive Gel T&C LLD Wh 48 B/On Wh Fuji,Tube,,,C50TBENV016F,Mark K,,,LLDPE,,,,,,,,,,,,50,160,White,48,48F/T B/O (4mm Orifice) (PP H713_06),48 F/T B/O,,10,48B/On Wh Fuji,Samples sent 5Sep,,,,,,,,,,,82752,5000,,,Order,,,,,,,,,,,,,
8024,2011/08/10,9,< 6 Weeks,0,Closed,2011/10/05,Environ Skin Care,Environ Prof 200Ml Alpha Gel T&C LLD WH 48 B/On Wh Fuji,Tube,,,C50TBENV017F,Mark K,,,LLDPE,,,,,,,,,,,,50,160,White,48,48F/T B/O (4mm Orifice) (PP H713_06),48 F/T B/O,,10,48B/On Wh Fuji,Samples sent 5Sep,,,,,,,,,,,82748,5000,,,Order,,,,,,,,,,,,,
8025,2011/08/11,59,> 12 Weeks,320,Closed,2012/09/23,Reckitt Benck.,Vanish Jar Regular White Labelled (JHB),Bottle,,,,Chris,,JHB,,,,,,,,,,,,,,,,,,,,,,Done in JHB,,,,,,,,,,,75920,19000,,,Order,,,,,,,,,,,,,
8026,2011/08/12,60,612 Weeks,64,Closed,2012/10/02,LeSel,Pedi Perfect Active Plus Solid 100Ml T&C Coex Red B/On Tnt Red Fuji (Closed as per email dated 2/10),Tube,,,,Linda,,HK,COEX,,,,,,,,,,,,40,140,TnT Red,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,,10,38 B/On Tnt Red Fuji,Samples sent 28Sep (No a/w supplied but used other a/w to show client what printed job would look like),,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
8027,2011/08/12,60,612 Weeks,64,Closed,2012/10/02,LeSel,Pedi Perfect Active PlusWith Vignette100Ml T&C Coex Red B/On Tnt Red Fuji (Closed as per email dated 2/10) 21/8/13 Project closed  Boxed in office .,Tube,,,,Linda,,HK,COEX,,,,,,,,,,,,40,140,TnT Red,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,,10,38 B/On Tnt Red Fuji,Samples sent 28Sep (No a/w supplied but used other a/w to show client what printed job would look like),,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
8028,2011/08/15,7,612 Weeks,44,Closed,2011/09/28,Aloe Ferox Well. Trst,Aloe Ferox Classic 200Ml Bottle,Bottle,,,C0200ALO002F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,Samples to trevor 15Sep,,,,,,,,,,,82784,30000,,,Order,,,,,,,,,,,,,
8029,2011/08/15,51,> 12 Weeks,206,Closed,2012/08/03,Chet Chemicals,T/Bleach XTra Lavender 750Ml Bott,Bottle,,,,Denver,,,,,,,,,,,,,,,,,,,,,,,,Done In JHB,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
8030,2011/08/15,49,> 12 Weeks,337,Closed,2012/07/17,Chet Chemicals,T/Bleach XTra Ocean Fresh 750Ml Bott,Bottle,,,,Denver,,,,,,,,,,,,,,,,,,,,,,,,Done In JHB,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
8031,2011/08/15,42,> 12 Weeks,144,Closed,2012/06/01,L Dingler,Magnet Base & Lid 25gm (in tub with 8267),Cap,,,,Chris,,,,,,,,,,,,,,,,,,,,,,,,In tub with 8267 (received signed samples),,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
8032,2011/08/15,6,< 6 Weeks,37,Closed,2011/09/21,,Body Butter 125ML Jar & Lid Blue Jar green Lid,Jar,,,CJARSIDM000F,Linda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83396,10000,,,Order,,,,,,,,,,,,,
8033,2011/08/15,11,612 Weeks,70,Closed,2011/10/24,LeSel,Skin Man 50Ml Trip Act Foam F/Wash T&C Coex Black 33B/On Black,Tube,,,C35TBJUS083F,Linda,,,COEX,,,,,,,,,,,,35,88,Black,33,PP,F/T B/O,,10,33 B/On Black,Samples sent 5Sep,,,,,,,,,,,84129,7600,,,Order,,,,,,,,,,,,,
8034,2011/08/15,28,> 12 Weeks,193,Closed,2012/02/24,LeSel,Skin Man 25Ml Foam Shave Gel T&C Coex Black 25 A Black,Tube,,,,Linda,,,COEX,,,,,,,,,,,,25,88,Black,25,25A (PP H510_02),25A (11/25),,4,25 A Black,sample sent 29/11,,,,,,,,,,,84131,7600,,,Order,,,,,,,,,,,,,
8035,2011/08/15,8,< 6 Weeks,0,Closed,2011/10/06,LeSel,Tissue oil 200Ml Nour Bod Lot T&C Coex Prl Wh 48 B/On Prl WH Emb Fuji,Tube,,,C50TBJUS118F,Linda,,,COEX,,,,,,,,,,,,50,160,Prl Wh,48,48F/T B/O (4mm Orifice) (PP H713_06),48 F/T B/O,,10,48B/On Prl Wh Emb Fuji,Sample sent 22Sep,,,,,,,,,,,82825,10000,,,Order,,,,,,,,,,,,,
8036,2011/08/15,28,> 12 Weeks,193,Closed,2012/02/24,LeSel,Skin Man 25Ml Sooth Moist Balm coex Black 25 A Black,Tube,,,,Linda,,,COEX,,,,,,,,,,,,25,88,Black,25,25A (PP H510_02),25A (11/25),,4,25 A Black,sample sent 29/11,,,,,,,,,,,84132,7600,,,Order,,,,,,,,,,,,,
8037,2011/08/15,3,< 6 Weeks,16,Closed,2011/08/31,J&J,R/On Caps Domed Musk Fresh Red,Rollon,,,CCAPRJAJ027F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82176,30000,,,Order,,,,,,,,,,,,,
8038,2011/08/16,2,< 6 Weeks,7,Closed,2011/08/23,CapriChem,Dux Fab Soft Spr/Fresh Cap TnT pink,Cap,,,CCAPSCAP007F,Mark K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82935,10000,,,Order,,,,,,,,,,,,,
8039,2011/08/16,2,< 6 Weeks,7,Closed,2011/08/23,CapriChem,Dux Fab Soft Peach Scent Cap TnT Orange,Cap,,,CCAPSCAP008F,Mark K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82396,10000,,,Order,,,,,,,,,,,,,
8040,2011/08/16,2,< 6 Weeks,7,Closed,2011/08/23,CapriChem,Dux Fab Soft Blue Lily Cap TnT Blue,Cap,,,CCAPSCAP009F,Mark K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82937,10000,,,Order,,,,,,,,,,,,,
8041,2011/08/22,10,612 Weeks,63,Closed,2011/10/24,LeSel,WW Olive & Argon H&N Crm 75Ml T&C ABL Silv 38 B/on Nat Fuji,Digital Laminate,,,,Linda,,,ABL,,,,,,,,,,,,40,95,Nat,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,,10,38 B/On Nat Fuji,SIP Length Change,,,,,,,,,,,,0,,,Order,,,,,,,,,,,,,
8042,2011/08/17,9,> 12 Weeks,115,Closed,2011/10/12,Reitzer Pharm.,Treet It Antiseptic Crm 50Ml T&C F/Seal Coex Wh 30 A Wh,Tube,,,C30TBREI001F,Linda,,,COEX,,,,,,,,,,,,30,110,White,30,30A (15/30),30A (PP H510_02),,2,30 A White,,,,,,,,,,,,82868,10000,,,Order,,,,,,,,,,,,,
8043,2011/08/17,8,< 6 Weeks,0,Closed,2011/10/07,LeSel,Tissue oil Nour Stretch Mark Crm Coex prl Wh 48 F/T B/O P Wh emb Fuji,Tube,,,CCAP4JUS038W,Linda,,,COEX,,,,,,,,,,,Prl White,50,130,Prl Wh,48,PP,F/T B/O,Natural,10,48F/T B/O Prl Wh Emb Fuji,Sample sent 22Sep.    25/3/2014 Cap changed from S/O To B/O and tube orifice changed to 10mml.,,,,,,,,,,,84150,10000,,,Order,,,,,,,,,,,,,
8044,2011/08/22,10,612 Weeks,63,Closed,2011/10/24,LeSel,WW Ginger & Thyme H&N Crm 75Ml T&C Lam Sil  38 B/On Nat Fuji,Digital Laminate,,,,Linda,,,ABL,,,,,,,,,,,,40,95,Nat,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,,10,38 B/On Nat Fuji,SIP Length Change,,,,,,,,,,,84404,10000,,,Order,,,,,,,,,,,,,
8045,2011/08/22,10,612 Weeks,63,Closed,2011/10/24,LeSel,WW Lemon & Verbena H&N Crm 75 ML T&C Lam silver 38 B/On Nat Fuji,Digital Laminate,,,,Linda,,,ABL,,,,,,,,,,,,40,95,Nat,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,,10,38 B/On Nat Fuji,SIP Length Change,,,,,,,,,,,84405,10000,,,Order,,,,,,,,,,,,,
8046,2011/08/17,6,< 6 Weeks,35,Closed,2011/09/21,Indigo Cosmetics,LIP Balm 22MM Wh T&C,Tube,,,,Mark K,,,LDPE,,,,,,,,,,,,22,60,WH,22,11 Noz (PP H713-06),Noz (11/22),,,Lip Balm Wh,,,,,,,,,,,,,0,,,Order,,,,,,,,,,,,,
8047,2011/08/18,4,< 6 Weeks,26,Closed,2011/09/13,Sunray Cosm.,Indented Roll On Bottle & Cap White(frosted),Rollon,,,CCAPRSTD016F,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83298,110000,,,Order,,,,,,,,,,,,,
8048,2011/08/18,23,< 6 Weeks,0,Closed,2011/03/16,Sunray Cosm.,Indented Roll On Bottle & Cap Black(frosted),Rollon,,,CCAPRSTD015F,Mike,,,,,,,,,,,,,,,,,,,,,,,,new white sample sent 12Oct,,,,,,,,,,,83298,80000,,,Order,,,,,,,,,,,,,
8049,2011/08/18,5,< 6 Weeks,34,Closed,2011/09/21,Sunray Cosm.,Indented Roll On Bottle & Cap Pink 1 (frosted),Rollon,,,CCAPRSUN000F,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83811,30000,,,Order,,,,,,,,,,,,,
8050,2011/08/18,102,> 12 Weeks,707,Closed,2013/07/25,Sunray Cosm.,Indented Roll On Bottle & Cap Pink 2(frosted),Rollon,,,,Mike,,BLOWMOULD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,Order,,,,,,,,,,,,,
8051,2011/08/19,7,< 6 Weeks,0,Closed,2011/10/05,LeSel,CRT Youth Gel 50ml T&C LD White 33 B/On Wh Fuji,Tube,,,C35TBAVR448F,Linda,,,LDPE,,,,,,,,,,,,35,90,WH,33,PP,F/T B/O,,10,33 B/On Wh Fuji,Samples sent 26Sep,,,,,,,,,,,81530,10000,,,Order,,,,,,,,,,,,,
8052,2011/08/23,8,> 12 Weeks,109,Closed,2011/10/12,LeSel,WW Vanilla And Brown Sugar H&N CRM 75Ml T&C Lam Silv 38 B/On Nat Fuji,Digital Laminate,,,C40LTWOO004F,Linda,,,ABL,,,,,,,,,,,,40,95,Nat,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,,10,38 B/On Nat Fuji,,,,,,,,,,,,82777,5000,,,Order,,,,,,,,,,,,,
8053,2011/08/23,105,> 12 Weeks,729,Closed,2013/08/21,SH'ZEN,SH'Zen Detox Body Wash 200ml T&C Coex Prl Green 48 B/On Green,Tube,,,,Mark K,,TRIAL APPRVD,COEX,X,,,,,,,,,,,50,160,Green,48,48F/T B/O (4mm Orifice) (PP H713_06),48 F/T B/O,,10,48 B/On Green,Samples sent 12Oct 21/8/13 Project closed  Boxed in office .,,,,,,,,,,,,0,,,SS WFO (a/w),,,,,,,,,,,,,
8054,2011/08/23,15,> 12 Weeks,98,Closed,2011/11/29,LeSel,Skin Care B/Care Pur Clay Exfol 50Ml T&C Coex Pink 33 B/On TnT Pink,Tube,,,C35TBJUS082F,Linda,,,COEX,,,,,,,,,,,,35,100,TnT Pink,33,PP,F/T B/O,,10,33 B/On TnT Pink,Sip ingredients change,,,,,,,,,,,83087,5000,,,Order,,,,,,,,,,,,,
8055,2011/08/25,9,612 Weeks,60,Closed,2011/10/24,J&J,Rooibos & Cape Chamomile 300ML Sleeved Jar,Jar,,,CJAROJAJ191F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84375,34000,,,Order,,,,,,,,,,,,,
8056,2011/08/25,9,612 Weeks,60,Closed,2011/10/24,J&J,Marula Oil & Kigelia 300Ml Sleeved Jar,Jar,,,CJAROJAJ192F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84372,34000,,,Order,,,,,,,,,,,,,
8057,2011/08/25,6,< 6 Weeks,0,Closed,2011/10/05,J&J,Cape Geranium & Buchu 300ML Sleeved Jar,Jar,,,CJAROJAJ197F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84330,6800,,,Order,,,,,,,,,,,,,
8058,2011/08/25,9,612 Weeks,60,Closed,2011/10/24,J&J,Aloe & Watermint 300ml Sleeved Jar,Jar,,,CJAROJAJ196F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84369,54000,,,Order,,,,,,,,,,,,,
8059,2011/08/25,6,< 6 Weeks,0,Closed,2011/10/05,J&J,Shea Butter & Honey 300ML Sleeved Jar,Jar,,,CJAROJAJ194F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84331,17000,,,Order,,,,,,,,,,,,,
8060,2011/08/25,13,> 12 Weeks,90,Closed,2011/11/23,J&J,C/Butter & Honey Bush 300ML Sleeved Jar,Jar,,,CJAROJAJ195F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84366,88000,,,Order,,,,,,,,,,,,,
8061,2011/08/25,9,612 Weeks,60,Closed,2011/10/24,J&J,Baobab & African Jasmine 300Ml Sleeved Jar,Jar,,,CJAROJAJ193F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84378,34000,,,Order,,,,,,,,,,,,,
8062,2011/08/25,15,< 6 Weeks,0,Closed,2011/12/02,J&J,Rooibos & Cape Chamomile 500ML Sleeved Jar,Jar,,,CJAROJAJ200F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,Awtg sleeves,,,,,,,,,,,84434,40800,,,Order,,,,,,,,,,,,,
8063,2011/08/24,61,> 12 Weeks,426,Closed,2012/10/23,Glaxo Smith,Tampertainer Jar 300Ml PP Wh,Mould,,,,Mark K,,,,,,,,,,,,,,,,,,,,,,,,Mould done. New job opened and all billing to be done on 8286,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
8064,2011/08/24,61,> 12 Weeks,426,Closed,2012/10/23,Glaxo Smith,Tampertainer Jar  Lid 300Ml PP Wh,Mould,,,,Mark K,,,,,,,,,,,,,,,,,,,,,,,,Mould done. New job opened and all billing to be done on 8277,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
8065,2011/08/25,15,< 6 Weeks,0,Closed,2011/12/05,J&J,Aloe & Watermint 500ml Sleeved Jar,Jar,,,CJAROJAJ198F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,Awtg sleeves,,,,,,,,,,,84428,40800,,,Order,,,,,,,,,,,,,
8066,2011/08/25,15,< 6 Weeks,0,Closed,2011/12/02,J&J,C/Butter & Honey Bush 500ML Sleeved Jar,Jar,,,CJAROJAJ199F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,Awtg sleeves,,,,,,,,,,,84430,40800,,,Order,,,,,,,,,,,,,
8067,2011/08/25,26,> 12 Weeks,179,Closed,2012/02/20,J&J,B/Lot 200Ml Slvd Rooibos & Cpe Cham Bott,Bottle,,,C0200JAJ080F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,Awtg sleeves,,,,,,,,,,,85311,51500,,,Order,,,,,,,,,,,,,
8068,2011/08/25,26,> 12 Weeks,179,Closed,2012/02/20,J&J,B/Lot 200Ml Slvd Baobab Oil & African Jasmin Bott,Bottle,,,C0200JAJ078F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,Awtg sleeves,,,,,,,,,,,85317,51500,,,Order,,,,,,,,,,,,,
8069,2011/08/25,26,> 12 Weeks,179,Closed,2012/02/20,J&J,B/Lot 200ML Slvd Marula Oil & Kiegelia Bott,Bottle,,,C0200JAJ079F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,Awtg sleeves,,,,,,,,,,,85315,51500,,,Order,,,,,,,,,,,,,
8070,2011/08/25,25,> 12 Weeks,374,Closed,2012/02/09,J&J,B/Lot 200Ml Slvd Cape Geranium & Buchu Bott,Bottle,,,C0200JAJ074F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,Awtg sleeves,,,,,,,,,,,85313,51500,,,Order,,,,,,,,,,,,,
8071,2011/08/25,25,> 12 Weeks,374,Closed,2012/02/09,J&J,B/Lot 200ml Slvd Aloe & Watermint Bott,Bottle,,,C0200JAJ075F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,Awtg sleeves,,,,,,,,,,,85300,51500,,,Order,,,,,,,,,,,,,
8072,2011/08/25,26,> 12 Weeks,179,Closed,2012/02/20,J&J,B/Lot 200Ml Slvd Shea Butter & Honey Bott,Bottle,,,C0200JAJ077F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,Awtg sleeves,,,,,,,,,,,85308,51500,,,Order,,,,,,,,,,,,,
8073,2011/08/25,21,> 12 Weeks,146,Closed,2012/01/18,J&J,B/Lot 200Ml Slvd C/Butter & H/Bush Bott,Bottle,,,C0200JAJ076F,Trevor,,,,,,,,,,,,,,,,,,,,,,,,Awtg sleeves,,,,,,,,,,,85304,51500,,,Order,,,,,,,,,,,,,
